id,StartUp,Country,Year,Raised,ESG,E,S,G,Cluster
3313,Greentoken,Kazakhstan,0,0.0,0.008,0.008,0.0,0.0,"(4, 4)"
3314,Grow Token (GRWT),Philippines,0,1251.0,0.0,0.0,0.0,0.0,"(4, 2)"
3315,Haladinar,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3316,Hamster Marketplace,United Kingdom,0,4384281.0,0.0,0.0,0.0,0.0,"(2, 1)"
3317,HashNet BitEco,Singapore,0,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
3318,Havven,Australia,2018,30000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3319,Hawk Network,Canada,0,10000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3320,HDAC,Switzerland,0,258000000.0,0.002,0.0,0.0,0.002,"(2, 0)"
3321,Healthy Corporation,South Africa,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3322,HEdpAY,United Kingdom,2018,440000.0,0.0,0.0,0.0,0.0,"(3, 3)"
3323,HIPE,Ukraine,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3324,Hiveway,Romania,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3325,HomeMine,Estonia,2018,1399860.0,0.0,0.0,0.0,0.0,"(1, 1)"
3326,HotEngine,Turkey,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3327,Humaniq,United Kingdom,0,5163000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3328,HUNT.BET,Seychelles,2017,7241.0,0.0,0.0,0.0,0.0,"(4, 2)"
3329,I'm Aero,Russian Federation,0,172160.0,0.0,0.0,0.0,0.0,"(4, 0)"
3330,Ice Rock Mining,Ireland,2018,6061241.0,0.0,0.0,0.0,0.0,"(0, 2)"
3331,ICOHeadStart,Netherlands,0,11710261.0,0.0,0.0,0.0,0.0,"(0, 2)"
3332,ICOS,Russian Federation,0,14600000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3333,Inbot InToken,Germany,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3334,Infliv,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3335,Initial Exchange Offer,Panama,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3336,Inspeer,Cyprus,0,7000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3337,INSPEM,Russian Federation,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3338,InterValue,China,0,20342000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3339,intimate,Malta,0,12500000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3340,iShook,United States,2018,5127453.0,0.0,0.0,0.0,0.0,"(2, 1)"
3341,IUNO,Germany,0,3000000.0,0.0,0.0,0.0,0.0,"(3, 0)"
3342,Jincor,Russian Federation,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3343,Kamen,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3344,Kappi Network,United Kingdom,0,7000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3345,Karuna Network,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3346,Knowledge,United States,0,5000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3347,KOI,"Venezuela, RB",2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3348,Korona Coin,Switzerland,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3349,KPR Coin,Australia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3350,KredX,India,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3351,Kryptoro,South Africa,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3352,KyberNetwork,Singapore,0,48960000.0,0.002,0.0,0.002,0.0,"(2, 0)"
3353,Lamoneda,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3354,Lendoit,Israel,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3355,LevelApp,Estonia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3356,Leverj,Seychelles,0,22600000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3357,Lexzoom,United Arab Emirates,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3358,LIKE,Thailand,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3359,LocalCoin.is DEX,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3360,Luxreum,St. Kitts and Nevis,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3361,Magnetics,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3362,Matrix,"Hong Kong SAR, China",2018,54000000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3363,Matryx,United States,2017,4000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3364,Mazzuma (MAZ),Ghana,0,45467.0,0.0,0.0,0.0,0.0,"(4, 1)"
3365,MCX,Thailand,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3366,MedChain,United States,0,467396.0,0.0,0.0,0.0,0.0,"(3, 3)"
3367,MeterQubes,Netherlands,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3368,MIKRONOMY,Indonesia,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3369,MiniApps,United States,0,5000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3370,Mirocana,Canada,2017,2958970.0,0.0,0.0,0.0,0.0,"(3, 0)"
3371,Misscoin,United Kingdom,2018,311000.0,0.0,0.0,0.0,0.0,"(1, 2)"
3372,Monetha,Lithuania,0,37000000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3373,MONEYPOOL,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3374,Multibot,Russian Federation,2018,750000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3375,MUXE,Netherlands,0,650000.0,0.0,0.0,0.0,0.0,"(3, 3)"
3376,MYbDAIRY Smart Farms,Malaysia,0,0.0,0.014,0.006,0.004,0.004,"(4, 4)"
3377,n'cloud.swiss,Switzerland,2018,1081.0,0.0,0.0,0.0,0.0,"(4, 2)"
3378,NairaX,Nigeria,0,1167062.0,0.004,0.0,0.004,0.0,"(1, 1)"
3379,Nametoken,Seychelles,0,118904.0,0.0,0.0,0.0,0.0,"(2, 2)"
3380,NEO Finance,United Kingdom,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3381,Nettekcoin,France,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3382,Netterium,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3383,Nexty,France,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3384,Nimbus Token,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3386,Nocturus,United States,2018,2000000.0,0.0,0.0,0.0,0.0,"(3, 1)"
3387,Notarised,North Macedonia,2020,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3388,Notary,Slovenia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3389,NPER,"Korea, Rep.",0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3390,Obsidian,United Kingdom,0,1566332.0,0.0,0.0,0.0,0.0,"(3, 1)"
3391,OGCoin,Nigeria,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3392,OLXA,Germany,0,141200.0,0.0,0.0,0.0,0.0,"(2, 2)"
3393,Omeno,Belize,0,1000000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3394,OmiseGO,Singapore,0,25000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3395,One Ledger,United States,0,15000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3396,Opus,United Arab Emirates,0,5800000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3397,Organicco,United Kingdom,0,290000.0,0.0,0.0,0.0,0.0,"(1, 2)"
3398,Orocrypt,Switzerland,0,1392000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3399,Outing,France,2018,1600000.0,0.0,0.0,0.0,0.0,"(3, 1)"
3400,Paragon Coin,United States,2017,50000000.0,0.002,0.0,0.0,0.002,"(2, 0)"
3401,Patron,Japan,2018,40000000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3402,PBC,India,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3403,PentaCore,Cayman Islands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3404,Pillar,United Kingdom,0,20000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3405,Pixie,Gibraltar,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3406,Plair,Cayman Islands,0,22000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3407,Plasmium,Singapore,2018,1230147.0,0.0,0.0,0.0,0.0,"(1, 1)"
3408,Playrs,Cyprus,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3409,Po.et,Singapore,0,10000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3410,PodOne,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3411,Poins,Indonesia,2018,174572.0,0.0,0.0,0.0,0.0,"(4, 0)"
3412,Pointium,Switzerland,2018,1987132.0,0.0,0.0,0.0,0.0,"(3, 1)"
3413,ProKareX,Switzerland,2018,761688.0,0.0,0.0,0.0,0.0,"(1, 1)"
3414,Prover,Russian Federation,2017,7260000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3415,Pumpkin,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3417,Quixxi Connect,Singapore,2018,3000000.0,0.0,0.0,0.0,0.0,"(3, 0)"
3418,Qvolta,Singapore,2017,1143178.0,0.0,0.0,0.0,0.0,"(1, 1)"
3419,RadioYo,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3420,RAVELOUS,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3422,RefToken,Malta,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3423,RefugeCoin,United Kingdom,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3424,Rego,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3426,REO,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3427,Request Network,Germany,0,32895000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3428,Rexpax,Belarus,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3429,Rise Housing,"Bahamas, The",2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3430,RiverMount,"Korea, Rep.",0,0.0,0.011,0.0,0.009,0.002,"(4, 4)"
3431,RoBET,Malta,2018,1969000.0,0.0,0.0,0.0,0.0,"(3, 1)"
3432,rotharium,Austria,0,5000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3433,Samy,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3434,Saturn Black Project,Czech Republic,0,3000000.0,0.0,0.0,0.0,0.0,"(3, 0)"
3436,Save Token,Romania,0,6987000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3437,Scam ICO Killer,Russian Federation,0,96428.0,0.0,0.0,0.0,0.0,"(2, 2)"
3438,Scanetchain,Singapore,2018,5866322.0,0.0,0.0,0.0,0.0,"(0, 2)"
3439,SDAT EXCHANGE ICO,Belize,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3440,Shamrock,Germany,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3441,ShowMeBiz,Ukraine,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3442,SISA,India,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3443,Skraps,British Virgin Islands,0,7247400.0,0.0,0.0,0.0,0.0,"(0, 2)"
3444,Smart City,Switzerland,0,56844418.0,0.008,0.006,0.002,0.0,"(2, 0)"
3446,Smoke Exchange,Canada,0,375940.0,0.0,0.0,0.0,0.0,"(1, 2)"
3447,Snip,Israel,0,8000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3448,Socratescoin,Gibraltar,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3449,Sola,Lithuania,0,2233700.0,0.0,0.0,0.0,0.0,"(3, 1)"
3450,SophiaTX,Switzerland,0,7300000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3451,Sparklecoin,United States,0,15000000.0,0.002,0.0,0.0,0.002,"(0, 2)"
3452,Spectiv,United States,0,1000000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3453,SRCOIN,Malaysia,0,4000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3454,Stampify,Estonia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3455,Statercoin,Greece,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3458,Take Profit,"Hong Kong SAR, China",0,1083204.0,0.0,0.0,0.0,0.0,"(1, 1)"
3459,Tele,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3460,Tezos,United States,0,232000000.0,0.004,0.0,0.002,0.002,"(2, 0)"
3461,The Deal Coin,United Kingdom,0,17640141.0,0.0,0.0,0.0,0.0,"(0, 2)"
3462,Thrill,Slovenia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3463,Ties.Network,Netherlands,2017,9000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3464,Togacoin,United Kingdom,2018,305120.0,0.0,0.0,0.0,0.0,"(1, 2)"
3465,TokenDesk,United Kingdom,0,15382442.0,0.0,0.0,0.0,0.0,"(0, 2)"
3466,Tokensgate,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3467,TouchTrader,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3469,TrakInvest,Singapore,0,50000000.0,0.006,0.0,0.004,0.002,"(2, 0)"
3470,Tranium,Nigeria,2019,16233.0,0.0,0.0,0.0,0.0,"(1, 3)"
3471,Trustier,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3472,UNIC Advertising Network,Ukraine,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3473,Utopialand,Canada,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3474,UUNIO,"Hong Kong SAR, China",0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3476,Vector,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3477,VENDEX,Nigeria,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3478,VerifyUnion,Singapore,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3480,VIBELAND,United States,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3481,Vidion,United States,2018,78653.0,0.0,0.0,0.0,0.0,"(0, 0)"
3482,Vion,United States,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3483,Votes,Russian Federation,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3484,VR Park,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3485,WaBi,Russian Federation,0,11500000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3486,Wall Street Coin,United Arab Emirates,0,87740.0,0.006,0.0,0.002,0.004,"(0, 0)"
3487,WallChain,United Kingdom,0,1000000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3488,WAWLLET,Cyprus,2018,55000000.0,0.011,0.0,0.0,0.011,"(2, 0)"
3490,WeBuy,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3491,WeGold,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3492,WinWinCoin,Estonia,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3494,Xchainge,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3495,Xenia Lending Coin,South Africa,0,278198.0,0.0,0.0,0.0,0.0,"(1, 2)"
3496,XENT Chain,Russian Federation,0,1793.0,0.0,0.0,0.0,0.0,"(4, 2)"
3497,XENTAVO,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3498,Xunilair,Taiwan,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3499,Yanubuks,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3500,YOKdata,Netherlands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3501,ySign,Malta,0,680000.0,0.0,0.0,0.0,0.0,"(3, 3)"
3502,Yunique,Philippines,0,279.0,0.0,0.0,0.0,0.0,"(0, 4)"
3503,ZABERcoin,South Africa,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3504,Zamanat,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3505,Zap Store,United States,0,5000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3506,ZooomEx,Russian Federation,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3508,27v,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3509,ABBC,United Arab Emirates,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3510,Academia Lingu,Turkey,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3511,Access Network,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3512,aeternity,Bulgaria,0,24426689.0,0.0,0.0,0.0,0.0,"(0, 2)"
3513,Agrello,Estonia,0,35000000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3515,AI Opinion,Estonia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3516,altumea,Estonia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3517,Ankorus,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3518,Anti Derivative,Seychelles,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3519,Arcus,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3520,Arker,Spain,0,65600.0,0.0,0.0,0.0,0.0,"(0, 0)"
3521,ArmPack,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3522,ARRM,Belarus,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3523,AstorGame,Argentina,2018,11200000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3524,ASTRA,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3525,Atrix,Slovenia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3526,Aunite,Russian Federation,0,10690364.0,0.0,0.0,0.0,0.0,"(0, 2)"
3527,Axtrust,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3528,BaaSid,Japan,0,5290000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3529,BactoAlarm,Switzerland,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3530,Balehu Bucks,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3531,Bancor,Israel,0,153000000.0,0.002,0.0,0.002,0.0,"(2, 0)"
3532,BARTVault,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3533,BCharity - International Charity Exchange,United Kingdom,0,0.0,0.006,0.0,0.002,0.004,"(4, 4)"
3534,Bdaq,Switzerland,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3536,Beluga Pay,Mexico,0,4000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3537,Benepit,Philippines,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3538,BeOne,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3539,Berith,Singapore,0,9484767.0,0.0,0.0,0.0,0.0,"(0, 2)"
3540,BestMeta,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3541,Bether,Portugal,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3542,BetterBetting,Estonia,0,5500000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3543,Bibox,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3544,Biohal,Switzerland,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3545,Bioritmai,Belarus,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3546,BitCAD,United States,0,7300000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3547,BitCoen,United Kingdom,0,2504103.0,0.0,0.0,0.0,0.0,"(3, 0)"
3548,Bitcoin Oil,Switzerland,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3549,BitcoinMax,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3550,Bitcomo,Russian Federation,2018,3731609.0,0.0,0.0,0.0,0.0,"(2, 1)"
3551,Bitplus Network,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3552,Bitproperty,Switzerland,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3554,BitSoft Bay,Romania,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3555,BITTECH,Cyprus,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3557,BlockAIp,United Arab Emirates,0,22694506.0,0.0,0.0,0.0,0.0,"(0, 2)"
3558,BlockBank,United Kingdom,0,12520000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3559,Blockbid,Australia,2017,1200000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3560,Blockport,Netherlands,0,15118350.0,0.0,0.0,0.0,0.0,"(0, 2)"
3561,BlockRx,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3562,Blocktix,Netherlands,0,6981328.0,0.0,0.0,0.0,0.0,"(0, 2)"
3563,Boliecoin,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3564,Bow,France,2019,130000.0,0.0,0.0,0.0,0.0,"(2, 2)"
3566,Bravocoin,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3567,BrumH,South Africa,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3568,Buron,Russian Federation,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3570,CAR Token,Cayman Islands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3571,carboneum,Singapore,0,6337157.0,0.0,0.0,0.0,0.0,"(0, 2)"
3573,Cashaa,United Kingdom,2017,18530000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3574,CellBlocks,Cayman Islands,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3575,Centrality,New Zealand,0,88524000.0,0.01,0.0,0.004,0.006,"(2, 0)"
3577,Clairety Inc.,United States,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
3579,CoinStarter,British Virgin Islands,2018,8515463.0,0.0,0.0,0.0,0.0,"(0, 2)"
3580,Cointradebase,Nigeria,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3581,ContractLand,Canada,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3582,ContractNet,"Hong Kong SAR, China",0,2661505.0,0.0,0.0,0.0,0.0,"(3, 0)"
3583,ContractVault,Switzerland,0,6225673.0,0.0,0.0,0.0,0.0,"(0, 2)"
3584,CRYCASH,Germany,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3585,Crypto Credit Card,United Kingdom,0,5000000.0,0.0,0.0,0.0,0.0,"(2, 1)"
3586,Crypto Hunt Game,Croatia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3587,CTR,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3589,CyteCoin,"Hong Kong SAR, China",2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3590,Dashlite,Switzerland,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3591,Datbit,Spain,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3592,Deex,Russian Federation,2018,10103409.0,0.0,0.0,0.0,0.0,"(0, 2)"
3593,Demblock,Cayman Islands,2019,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3596,Devery,Australia,0,10000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3597,Digital Media Funding,Mauritius,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3598,Digmus,Russian Federation,0,10246.0,0.0,0.0,0.0,0.0,"(1, 3)"
3599,DirectHome,Singapore,0,3000001.0,0.0,0.0,0.0,0.0,"(3, 0)"
3600,Djinxi,St. Kitts and Nevis,2018,767643.0,0.0,0.0,0.0,0.0,"(1, 1)"
3602,Docademic,Mexico,0,1100000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3603,Double Land,Seychelles,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3604,DPLAY.GG,Romania,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3605,Drone Payo,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3606,Dropil,Belize,0,60000000.0,0.0,0.0,0.0,0.0,"(2, 0)"
3607,Dubai Token,United Arab Emirates,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3608,DUCATUR,Estonia,2018,6098288.0,0.0,0.0,0.0,0.0,"(0, 2)"
3609,EasyMINE,Poland,2017,1000000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3610,Ecoingot,Malta,0,0.0,0.01,0.006,0.002,0.002,"(4, 4)"
3611,Engagement Token,United States,0,19000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3612,EnGameChain,Singapore,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3613,Enjoy Life,Ukraine,0,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
3615,Estatecoin.fund,Belarus,0,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
3616,Etcetera,Belgium,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3617,Etherarctoken,Malaysia,2020,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3618,EtherCom,Russian Federation,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3620,EtherSpin,Switzerland,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3621,EWA,Russian Federation,0,1260000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3622,Exenium,Cyprus,2018,761.0,0.0,0.0,0.0,0.0,"(4, 2)"
3623,Explorio,Gibraltar,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3624,Fabric Token,Estonia,0,1035986.0,0.0,0.0,0.0,0.0,"(1, 1)"
3625,FILLIT,Bulgaria,0,1160000.0,0.0,0.0,0.0,0.0,"(1, 1)"
3626,Filotech,Singapore,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3628,FinTab,Singapore,2017,503184.0,0.0,0.0,0.0,0.0,"(3, 3)"
3630,Friend,Norway,2018,424080.0,0.0,0.0,0.0,0.0,"(3, 3)"
3631,Fundament Real Estate,Germany,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3632,Gameloot,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3633,GeoFunders,United States,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3635,Giga Watt,United States,0,20000000.0,0.0,0.0,0.0,0.0,"(0, 2)"
3636,Gimli,Malta,2017,1702589.0,0.0,0.0,0.0,0.0,"(3, 1)"
3637,Goldea,Serbia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3638,GramGold Token,United Kingdom,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3639,GRE8,Australia,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3640,Gturbo,Russian Federation,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
3641,H2SOL,Czech Republic,0,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
