id,StartUp,Country,Year,Raised,ESG,E,S,G,Cluster
12316,VenusEnergy,Lithuania,2018,5986183.0,0.01,0.008,0.002,0.0,"(0, 2)"
23416,GreenEnergyCoin,Netherlands,2018,0.0,0.018,0.01,0.006,0.002,"(4, 4)"
1553,HydroMiner,Austria,2017,3500000.0,0.014,0.01,0.0,0.004,"(2, 1)"
17028,PowerCorp,"Hong Kong SAR, China",2018,0.0,0.008,0.006,0.0,0.002,"(4, 4)"
8483,Emyron Coin,United States,2018,0.0,0.017,0.0,0.011,0.006,"(4, 4)"
6058,HERO Token,British Virgin Islands,2018,36416517.0,0.011,0.0,0.011,0.0,"(2, 0)"
21656,CCET Project,Singapore,2018,0.0,0.008,0.008,0.0,0.0,"(4, 4)"
2732,Skychain,Russian Federation,2018,9815000.0,0.006,0.0,0.004,0.002,"(0, 2)"
11647,Minery,Russian Federation,2018,175492.0,0.014,0.01,0.002,0.002,"(4, 0)"
4719,XiWATT,United States,2018,0.0,0.01,0.008,0.002,0.0,"(4, 4)"
11110,PowerLoan,"Hong Kong SAR, China",2018,1621950.0,0.006,0.006,0.0,0.0,"(3, 1)"
13271,GreenX,Singapore,2018,2100000.0,0.012,0.006,0.002,0.004,"(3, 1)"
7790,TraXion,Philippines,2018,0.0,0.011,0.0,0.009,0.002,"(4, 4)"
17767,Grapevine World,Austria,2018,0.0,0.011,0.0,0.011,0.0,"(4, 4)"
338,DENTALFIX,Russian Federation,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
997,Gene Blockchain Token,United Kingdom,2017,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
1508,Robomed Network,Russian Federation,2017,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
1525,WHA Project,Russian Federation,2017,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
2513,Synthium Health,United States,2018,129562181.0,0.015,0.0,0.011,0.004,"(2, 0)"
3074,Healthureum,Estonia,2018,40000000.0,0.006,0.0,0.004,0.002,"(2, 0)"
3201,Vinnd,China,2018,0.0,0.006,0.002,0.004,0.0,"(4, 4)"
3358,WELL,United States,2018,15000000.0,0.015,0.0,0.015,0.0,"(0, 2)"
3366,SmartHealthcareToday,Estonia,2018,7430.0,0.006,0.0,0.006,0.0,"(4, 2)"
9735,NWP solution,Estonia,2018,0.0,0.011,0.002,0.009,0.0,"(4, 4)"
10123,MedicoHealth,Switzerland,2018,39999200.0,0.008,0.0,0.006,0.002,"(2, 0)"
11865,Escobarcoin,United Kingdom,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
13535,flyCARE,Belgium,2018,0.0,0.014,0.0,0.009,0.006,"(4, 4)"
15120,THEBIKECOIN,"Hong Kong SAR, China",2018,0.0,0.011,0.0,0.009,0.002,"(4, 4)"
16818,Helix3,United States,2018,0.0,0.011,0.0,0.011,0.0,"(4, 4)"
21233,dClinic,Singapore,2018,20500000.0,0.008,0.0,0.006,0.002,"(0, 2)"
21246,CareParrot,United States,2018,0.0,0.013,0.0,0.011,0.002,"(4, 4)"
22150,BitMED,Cayman Islands,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
12873,HUSSY,Estonia,2018,10.0,0.008,0.0,0.002,0.006,"(1, 4)"
9287,Wind Energy Mining,Latvia,2018,0.0,0.018,0.014,0.0,0.004,"(4, 4)"
1050,GMP Project,Russian Federation,2017,0.0,0.008,0.006,0.002,0.0,"(4, 4)"
5113,KWHCoin,United States,2018,366859.0,0.01,0.008,0.0,0.002,"(1, 2)"
5759,NiQBiX,Portugal,2018,0.0,0.01,0.004,0.006,0.0,"(4, 4)"
12320,Industria,United Kingdom,2018,0.0,0.008,0.006,0.002,0.0,"(4, 4)"
18784,Bitminer Factory,Bosnia and Herzegovina,2018,2070410.0,0.014,0.006,0.004,0.004,"(3, 1)"
397,Blocklancer,Austria,2017,5475789.0,0.004,0.0,0.002,0.002,"(0, 2)"
528,Seratio Platform,United Kingdom,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1919,CyberTrust,Luxembourg,2018,17635787.0,0.004,0.0,0.0,0.004,"(0, 2)"
12178,Airchain Network,Poland,2018,0.0,0.008,0.0,0.004,0.004,"(4, 4)"
18054,Laccoin,Canada,2018,0.0,0.011,0.0,0.011,0.0,"(4, 4)"
6820,TuteCoin,United Kingdom,2018,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
8623,TRIPBIT,Australia,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
10475,Clear Shop Vision - ORC,Hungary,2018,0.0,0.002,0.002,0.0,0.0,"(4, 4)"
12397,TrustedCars Flex,Germany,2018,8120000.0,0.002,0.0,0.002,0.0,"(0, 2)"
19428,LEONARDO,Cayman Islands,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
19556,Sansox,Finland,2018,76102.0,0.004,0.002,0.002,0.0,"(0, 0)"
21179,BEATR_X,Switzerland,2018,0.0,0.012,0.006,0.006,0.0,"(4, 4)"
21326,SprinkleCoin,Georgia,2018,10816979.0,0.008,0.0,0.006,0.002,"(0, 2)"
3722,Cher Ecocity,Singapore,2018,0.0,0.008,0.006,0.002,0.0,"(4, 4)"
1608,Simple Token,"Hong Kong SAR, China",2017,22000000.0,0.01,0.0,0.006,0.004,"(0, 2)"
3708,eWaiter,Russian Federation,2018,400000.0,0.006,0.0,0.004,0.002,"(3, 3)"
4465,CVProof,Estonia,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
6070,LanceChain,Bulgaria,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
7424,FAIMA,Germany,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
8473,Etheal,Estonia,2018,820000.0,0.011,0.0,0.009,0.002,"(1, 1)"
9560,Flat Earth Coin,Italy,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
12405,BullToken,Norway,2018,1585200.0,0.002,0.0,0.0,0.002,"(3, 1)"
12683,CryptoHunters,Romania,2018,15726826.0,0.008,0.0,0.0,0.008,"(0, 2)"
13359,Doctor Smart,Cayman Islands,2018,0.0,0.012,0.0,0.009,0.004,"(4, 4)"
22485,Izzy Care,United States,2018,0.0,0.011,0.0,0.011,0.0,"(4, 4)"
18739,CustomCoin Platform,Switzerland,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
22626,Auxledger,Estonia,2018,2140000.0,0.002,0.0,0.0,0.002,"(3, 1)"
2499,trade.io,Switzerland,2018,31169749.0,0.008,0.0,0.004,0.004,"(0, 2)"
8744,Medcash,"Hong Kong SAR, China",2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
794,Robot Vera,Russian Federation,2017,271285.0,0.006,0.0,0.006,0.0,"(1, 2)"
1898,eSports.com,Malta,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
6304,Red Lanterns,Estonia,2018,0.0,0.009,0.0,0.009,0.0,"(4, 4)"
8609,Leap With Alice,Switzerland,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
13131,Cubomania,Ukraine,2018,796282.0,0.002,0.0,0.002,0.0,"(1, 1)"
21496,Global Tech,Australia,2018,0.0,0.008,0.0,0.004,0.004,"(4, 4)"
6267,Energy Premier,Switzerland,2018,0.0,0.008,0.004,0.0,0.004,"(4, 4)"
6380,Node,Latvia,2018,1150000.0,0.002,0.002,0.0,0.0,"(1, 1)"
12834,HeliosCoin,Cyprus,2018,260680.0,0.006,0.006,0.0,0.0,"(1, 2)"
13133,Treon,Estonia,2018,21673380.0,0.004,0.004,0.0,0.0,"(0, 2)"
13266,Miniera,Netherlands,2018,0.0,0.006,0.006,0.0,0.0,"(4, 4)"
20762,Eloncity,Singapore,2018,0.0,0.01,0.008,0.002,0.0,"(4, 4)"
21431,Smart City Coin Test Net,Switzerland,2018,57783750.0,0.006,0.004,0.002,0.0,"(2, 0)"
761,Pylon Network,Spain,2017,239259.0,0.01,0.004,0.006,0.0,"(0, 3)"
17637,Monarchy investment,Cayman Islands,2018,0.0,0.008,0.004,0.0,0.004,"(4, 4)"
20005,Reborn Bloc,Singapore,2018,0.0,0.02,0.014,0.002,0.004,"(4, 4)"
20593,Securix,Netherlands,2018,6326912.0,0.006,0.002,0.0,0.004,"(0, 2)"
21010,TurkeyEnergyToken,Turkey,2018,0.0,0.01,0.006,0.0,0.004,"(4, 4)"
3407,Phoneum,British Virgin Islands,2018,2400000.0,0.008,0.0,0.006,0.002,"(3, 1)"
7783,Uulula,United States,2018,0.0,0.011,0.0,0.011,0.0,"(4, 4)"
5321,BEAT,Germany,2018,3670678.0,0.01,0.0,0.006,0.004,"(2, 1)"
11880,TeamMate,United States,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
11753,LusoCoin,Portugal,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
5816,Avaqva,Russian Federation,2018,0.0,0.004,0.002,0.002,0.0,"(4, 4)"
5946,DocTailor,United Kingdom,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
17396,Delivery Power Token,Netherlands,2018,0.0,0.006,0.002,0.002,0.002,"(4, 4)"
4045,The Imigize Service Blockchain,China,2018,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
19899,Celes Chain,Singapore,2018,10000000.0,0.004,0.0,0.002,0.002,"(0, 2)"
17330,FRELDO,Canada,2018,20172828.0,0.006,0.0,0.004,0.002,"(0, 2)"
1676,ODMCoin,Afghanistan,2017,0.0,0.016,0.008,0.002,0.006,"(4, 4)"
198,REcoin,United States,2017,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
1223,Pundi X,Indonesia,2017,35000000.0,0.004,0.002,0.002,0.0,"(2, 0)"
2928,Tangle Coins,United States,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
10986,Adosia,United States,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
11512,Leverage Platform,Switzerland,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
17611,HiP,Gibraltar,2018,0.0,0.009,0.0,0.009,0.0,"(4, 4)"
1468,LaLa World,Singapore,2017,20200000.0,0.004,0.0,0.004,0.0,"(0, 2)"
758,payperEx,United Kingdom,2017,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
909,Emphy,Estonia,2017,445000.0,0.004,0.0,0.002,0.002,"(3, 3)"
14002,TEMBOCOIN,Tanzania,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
14506,Kleros,France,2018,2501733.0,0.002,0.0,0.0,0.002,"(3, 0)"
16724,Max Property Group,Netherlands,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
22810,Talketh,Switzerland,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
334,FOODCOIN ECOSYSTEM,Switzerland,2017,0.0,0.004,0.002,0.0,0.002,"(4, 4)"
496,Demeter,China,2017,0.0,0.006,0.002,0.002,0.002,"(4, 4)"
5182,Agrivita,Russian Federation,2018,299624.0,0.002,0.002,0.0,0.0,"(1, 2)"
7595,New Waste Treatment System										,Thailand,2018,0.0,0.008,0.004,0.002,0.002,"(4, 4)"
12997,sprinto,United States,2018,0.0,0.002,0.002,0.0,0.0,"(4, 4)"
16754,Pavocoin,United States,2018,7570000.0,0.006,0.002,0.002,0.002,"(0, 2)"
20797,SmartAgro,Israel,2018,0.0,0.004,0.002,0.002,0.0,"(4, 4)"
1470,injii Access Coin,United States,2017,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
4418,Asseta,Lithuania,2018,23904700.0,0.002,0.0,0.002,0.0,"(0, 2)"
9563,NOLLYCOIN,United States,2018,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
10243,Vaynix,United Kingdom,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
2279,I am by Infobeing,United States,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
11097,LikeCoin,"Hong Kong SAR, China",2018,5323610.0,0.0,0.0,0.0,0.0,"(0, 2)"
425,TokenStars ACE,British Virgin Islands,2017,5000000.0,0.008,0.0,0.0,0.008,"(2, 1)"
1860,Follow Coin,Netherlands,2018,263508.0,0.002,0.0,0.002,0.0,"(1, 2)"
1932,BOCC.io,Russian Federation,2018,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
6247,Talenthon,United Kingdom,2018,8158090.0,0.002,0.0,0.0,0.002,"(0, 2)"
7901,EpigenCare,United States,2018,28200.0,0.002,0.002,0.0,0.0,"(4, 1)"
8400,AdSigma,India,2018,735917.0,0.002,0.0,0.0,0.002,"(1, 1)"
8961,Potion Owl,Jamaica,2018,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
10501,EVO,Russian Federation,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
10667,Moneda,Austria,2018,1620000.0,0.011,0.0,0.009,0.002,"(3, 1)"
11287,Opu Labs,British Virgin Islands,2018,2000000.0,0.004,0.0,0.002,0.002,"(3, 1)"
14573,AENCO,Samoa,2018,16456000.0,0.006,0.0,0.004,0.002,"(0, 2)"
16793,Open Source University,Bulgaria,2018,500100.0,0.006,0.0,0.004,0.002,"(3, 3)"
20215,Secure Crypto Payments,Estonia,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
20809,Libereum,Netherlands,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
21631,Karatcoin,United Kingdom,2018,1000000.0,0.004,0.0,0.0,0.004,"(1, 1)"
23082,MEDoctor,Switzerland,2018,0.0,0.006,0.0,0.002,0.004,"(4, 4)"
14348,Fluzcoin,Panama,2018,10000000.0,0.006,0.0,0.002,0.004,"(0, 2)"
14811,Find.Exchange,British Virgin Islands,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
1028,Auctus Project,Brazil,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
7434,BIG Token,British Virgin Islands,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
3543,Creditcoin on FLATLAY,United States,2018,0.0,0.009,0.0,0.009,0.0,"(4, 4)"
1188,CrowdWiz,Estonia,2017,7234387.0,0.006,0.0,0.002,0.004,"(0, 2)"
3032,ModulTrade,Gibraltar,2018,12300000.0,0.004,0.0,0.004,0.0,"(0, 2)"
3256,Cederis,Spain,2018,55385.0,0.004,0.0,0.004,0.0,"(0, 0)"
4778,Signals Network,Czech Republic,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
18293,Rhizome Network Protocol,France,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
23335,Esprezzo,Cayman Islands,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
2774,Petro,"Venezuela, RB",2018,735000000.0,0.004,0.0,0.004,0.0,"(2, 0)"
7028,CoinMetro,"Hong Kong SAR, China",2018,14815330.0,0.008,0.0,0.004,0.004,"(0, 2)"
12279,Expercoin,Cayman Islands,2018,0.0,0.015,0.0,0.011,0.004,"(4, 4)"
22615,Fetch.AI,Singapore,2018,6000000.0,0.006,0.0,0.006,0.0,"(0, 2)"
22347,RGB.market,Ukraine,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
964,Cryptonetix,Costa Rica,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1531,BitDegree,Lithuania,2017,22500000.0,0.008,0.0,0.006,0.002,"(0, 2)"
3160,BitcoinHomework,United States,2018,5194362.0,0.004,0.0,0.004,0.0,"(0, 2)"
3254,QUASAR COIN,United States,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
3617,Fleetcoin,United States,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
4326,FACHAIN,Singapore,2018,0.0,0.011,0.0,0.009,0.002,"(4, 4)"
4830,BTRIC,United States,2018,0.0,0.018,0.0,0.009,0.01,"(4, 4)"
7036,JointEDU,Thailand,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
8245,Larecoin,United States,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
8579,Educhambers,Singapore,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
9635,Cryptoscene,Netherlands,2018,147232.0,0.0,0.0,0.0,0.0,"(2, 2)"
9853,empowr,Gibraltar,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
12304,Quantor,Malta,2018,0.0,0.008,0.0,0.004,0.004,"(4, 4)"
12893,TLPAC,United States,2018,17490000.0,0.008,0.0,0.006,0.002,"(0, 2)"
13164,Assetbase Foundation,Seychelles,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
14008,Code of Talent,Romania,2018,3805714.0,0.011,0.0,0.009,0.002,"(2, 1)"
14055,GLEDOS,Slovenia,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
15063,MBYZ,United Kingdom,2018,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
15469,Basis Neuro,Cayman Islands,2018,9000000.0,0.002,0.0,0.002,0.0,"(0, 2)"
16277,Pablo Plus,"Korea, Rep.",2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
19164,H Education World,Belize,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
20239,DIGITAL DEGREE,United Kingdom,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
21139,TalentChain,Malta,2018,0.0,0.006,0.0,0.002,0.004,"(4, 4)"
21141,IXTUS,China,2018,6700000.0,0.002,0.0,0.002,0.0,"(0, 2)"
16900,Catholic coin,Argentina,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
233,Solar Bankers,Singapore,2017,0.0,0.006,0.004,0.002,0.0,"(4, 4)"
1398,ZEUS,Germany,2017,0.0,0.01,0.01,0.0,0.0,"(4, 4)"
3411,Miner One,Sweden,2018,9100000.0,0.004,0.004,0.0,0.0,"(0, 2)"
7044,Marcelo,United Kingdom,2018,28370420.0,0.004,0.002,0.002,0.0,"(0, 2)"
10490,MinerOne,United Arab Emirates,2018,9000000.0,0.004,0.004,0.0,0.0,"(0, 2)"
12797,Advanced Miners,"Hong Kong SAR, China",2018,0.0,0.004,0.002,0.0,0.002,"(4, 4)"
3156,ETM COIN,South Africa,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
3495,Restart Energy Democracy,Romania,2018,0.0,0.008,0.002,0.002,0.004,"(4, 4)"
7962,Torus,Japan,2018,0.0,0.002,0.002,0.0,0.0,"(4, 4)"
9285,Gmine,Russian Federation,2018,0.0,0.01,0.008,0.002,0.0,"(4, 4)"
9726,Hive Power,Switzerland,2018,59024.0,0.002,0.002,0.0,0.0,"(0, 0)"
11357,Bittwatt,Singapore,2018,20000000.0,0.008,0.004,0.002,0.002,"(0, 2)"
13207,Hyperion Fund,Estonia,2018,0.0,0.018,0.008,0.004,0.006,"(4, 4)"
13786,Hyperion Fund,Estonia,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
13868,GRYisPower,Lithuania,2018,449889.0,0.012,0.01,0.0,0.002,"(3, 3)"
14763,CyClean,Singapore,2018,1060000.0,0.01,0.008,0.0,0.002,"(1, 1)"
18477,CyberTechNET,Russian Federation,2018,0.0,0.006,0.004,0.002,0.0,"(4, 4)"
18837,JTK Ultrade Group,Estonia,2018,0.0,0.002,0.002,0.0,0.0,"(4, 4)"
17691,XCENT,Netherlands,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
11108,Libra Credit,Singapore,2018,26400000.0,0.011,0.0,0.009,0.002,"(0, 2)"
1242,GoMineWorldｪ,Israel,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
8596,Cryptofitnessclub,United States,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
18462,Citowise,Estonia,2018,1240000.0,0.002,0.0,0.002,0.0,"(1, 1)"
22913,Smart League,Brazil,2018,0.0,0.009,0.0,0.009,0.0,"(4, 4)"
2189,BioFactoryCoin,United Kingdom,2018,39224000.0,0.004,0.002,0.002,0.0,"(2, 0)"
2484,Florio,Netherlands,2018,0.0,0.011,0.0,0.009,0.002,"(4, 4)"
3095,Doc Coin,Russian Federation,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
4111,LYMPO,Estonia,2018,16857899.0,0.004,0.0,0.002,0.002,"(0, 2)"
4656,AMCHART,United States,2018,0.0,0.008,0.0,0.006,0.002,"(4, 4)"
7432,Dentix,United States,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
7917,SHIVOM,United Kingdom,2018,35000000.0,0.004,0.0,0.002,0.002,"(2, 0)"
9364,Fractal Token CrowdSale,Italy,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
13912,TonerCoin,Russian Federation,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
13926,Superfruit,Chile,2018,0.0,0.01,0.004,0.004,0.002,"(4, 4)"
14161,Vita,Chile,2018,0.0,0.006,0.0,0.006,0.0,"(4, 4)"
15416,Health FX,Singapore,2018,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
15525,TheChampcoin Gold,United Kingdom,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
16301,Tripterium T50,Cayman Islands,2018,12724751.0,0.011,0.0,0.0,0.011,"(0, 2)"
17639,EyeGlob,Estonia,2018,1771690.0,0.006,0.0,0.004,0.002,"(3, 1)"
21799,ATLANTICO NETWORK,Spain,2018,4920507.0,0.006,0.0,0.004,0.002,"(2, 1)"
22707,Health Coin Net,Estonia,2018,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
12283,CookUp,Croatia,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
1990,Etherecash,Estonia,2018,40000000.0,0.006,0.0,0.002,0.004,"(2, 0)"
9131,SilentNotary,Netherlands,2018,630213.0,0.008,0.0,0.002,0.006,"(3, 3)"
10020,EcoStart,Estonia,2018,0.0,0.006,0.002,0.002,0.002,"(4, 4)"
14893,CZERO MOBILITY,India,2018,0.0,0.006,0.002,0.002,0.002,"(4, 4)"
21058,DriveDeal,Switzerland,2018,0.0,0.009,0.0,0.009,0.0,"(4, 4)"
18335,SAVE ENVIRONMENT TOKEN,Netherlands,2018,0.0,0.006,0.006,0.0,0.0,"(4, 4)"
18741,Akropolis,Gibraltar,2018,12600000.0,0.006,0.0,0.006,0.0,"(0, 2)"
11561,Airforce Mining,Australia,2018,0.0,0.002,0.002,0.0,0.0,"(4, 4)"
1362,Wishfinance,Singapore,2017,920000.0,0.01,0.0,0.002,0.008,"(1, 1)"
4344,Genevi竣e VC,United States,2018,0.0,0.012,0.0,0.002,0.01,"(4, 4)"
4551,SME banking platform,Mauritius,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
6510,Kripton,Gibraltar,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
186,Digital Developers Fund,Cayman Islands,2017,2000000.0,0.006,0.0,0.0,0.006,"(3, 1)"
193,MakersMarks - Decentralized product identification,Australia,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
205,Dentacoin,Netherlands,2017,2100000.0,0.004,0.0,0.002,0.002,"(3, 1)"
261,Oxycoin,Netherlands,2017,6250000.0,0.002,0.0,0.002,0.0,"(0, 2)"
291,Starbase Co,Singapore,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
292,Crypto Improvement Fund,Canada,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
341,Soferox,United States,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
413,DES ﾐ ANTISCAM,Russian Federation,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
418,NaPoleonX,France,2017,13951976.0,0.004,0.0,0.002,0.002,"(0, 2)"
437,Ahoolee,Russian Federation,2017,140000.0,0.006,0.0,0.004,0.002,"(2, 2)"
564,SNAPUP,Estonia,2017,84453.0,0.0,0.0,0.0,0.0,"(0, 0)"
600,Dogezer,Russian Federation,2017,896318.0,0.0,0.0,0.0,0.0,"(1, 1)"
621,Coincrowd.it,Italy,2017,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
645,FinShi Capital,Singapore,2017,21420275.0,0.006,0.0,0.0,0.006,"(0, 2)"
666,Planes Cloud,Ireland,2017,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
673,VALUS,Slovenia,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
719,Kchin,Mexico,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
774,AmberPort,Singapore,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
786,AbioCoin,Russian Federation,2017,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
795,CarTaxi,Russian Federation,2017,8710000.0,0.004,0.0,0.002,0.002,"(0, 2)"
810,Hedge Token,Slovenia,2017,0.0,0.0,0.0,0.0,0.0,"(4, 4)"
827,Genesis Vision,Ireland,2017,2840000.0,0.004,0.0,0.002,0.002,"(3, 0)"
855,CamOnRoad,Russian Federation,2017,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
896,AxionV,Singapore,2017,5312630.0,0.008,0.0,0.0,0.008,"(0, 2)"
900,MyWill Platform,Singapore,2017,0.0,0.006,0.0,0.004,0.002,"(4, 4)"
939,Terraminer,Russian Federation,2017,1038288.0,0.002,0.0,0.002,0.0,"(1, 1)"
1021,ToTheMoon,United States,2017,0.0,0.004,0.0,0.002,0.002,"(4, 4)"
1072,CoinLoan,Estonia,2017,3735926.0,0.0,0.0,0.0,0.0,"(2, 1)"
1159,ChainTrade,Singapore,2017,30000000.0,0.004,0.0,0.0,0.004,"(0, 2)"
1169,CRYPTO20,Cayman Islands,2017,38000000.0,0.004,0.0,0.0,0.004,"(2, 0)"
1200,ArtCoin,Singapore,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1251,Real Estate Token,Russian Federation,2017,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
1411,Arbi,Switzerland,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1426,Bank of memories,Georgia,2017,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
1515,Global Crypto Bank,Norway,2017,11015589.0,0.008,0.0,0.004,0.004,"(0, 2)"
1555,Bico,France,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1560,BitClave,United States,2017,25547000.0,0.002,0.0,0.002,0.0,"(0, 2)"
1603,Bonpay,United Kingdom,2017,10000000.0,0.002,0.0,0.0,0.002,"(0, 2)"
1640,LydianCoin,Singapore,2017,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1681,Global Jobcoin,Switzerland,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
1736,NAU,Cayman Islands,2018,1299454.0,0.002,0.0,0.0,0.002,"(1, 1)"
1767,LoanBit,Ukraine,2018,0.0,0.004,0.0,0.0,0.004,"(4, 4)"
1825,AppCoins,Singapore,2018,15300000.0,0.0,0.0,0.0,0.0,"(0, 2)"
1901,Connectius,Afghanistan,2018,5112201.0,0.004,0.0,0.002,0.002,"(2, 1)"
1918,Modulum,France,2018,0.0,0.002,0.0,0.002,0.0,"(4, 4)"
1942,The NAGA,Germany,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
1986,LoyalCoin,Philippines,2018,6009318.0,0.0,0.0,0.0,0.0,"(0, 2)"
2044,Mira,Singapore,2018,1980000.0,0.0,0.0,0.0,0.0,"(3, 1)"
2077,DeHedge,Russian Federation,2018,0.0,0.004,0.0,0.004,0.0,"(4, 4)"
2298,NEXT.exchange,Netherlands,2018,3000000.0,0.008,0.0,0.002,0.006,"(3, 0)"
2303,eGold,British Virgin Islands,2018,1502795.0,0.006,0.0,0.004,0.002,"(3, 1)"
2407,Decentralized Escrow,Estonia,2018,3869308.0,0.008,0.0,0.004,0.004,"(2, 1)"
2415,Volk,Russian Federation,2018,0.0,0.002,0.0,0.0,0.002,"(4, 4)"
2453,AIDA Service,Kazakhstan,2018,2304106.0,0.0,0.0,0.0,0.0,"(3, 1)"
